task,sample_id,model_a,model_b,pairwise_cosine_similarity
feed_post_generation,FEED-SAMPLE-014,exaone,midm-base,0.9316895604133606
feed_post_generation,FEED-SAMPLE-014,exaone,midm-mini,0.9202291369438171
feed_post_generation,FEED-SAMPLE-014,exaone,qwen-7b,0.796280562877655
feed_post_generation,FEED-SAMPLE-014,kanana,llama-8b,0.8263677358627319
feed_post_generation,FEED-SAMPLE-014,kanana,midm-base,0.9255058765411377
feed_post_generation,FEED-SAMPLE-014,kanana,midm-mini,0.8481351137161255
feed_post_generation,FEED-SAMPLE-014,kanana,qwen-7b,0.8018515110015869
feed_post_generation,FEED-SAMPLE-014,llama-8b,midm-base,0.9105066061019897
feed_post_generation,FEED-SAMPLE-014,llama-8b,midm-mini,0.8748582601547241
feed_post_generation,FEED-SAMPLE-014,llama-8b,qwen-7b,0.8376685380935669
feed_post_generation,FEED-SAMPLE-014,midm-base,midm-mini,0.8982735872268677
feed_post_generation,FEED-SAMPLE-014,midm-base,qwen-7b,0.8369405269622803
feed_post_generation,FEED-SAMPLE-014,midm-mini,qwen-7b,0.8023418188095093
feed_post_generation,FEED-SAMPLE-015,exaone,kanana,0.7370226979255676
feed_post_generation,FEED-SAMPLE-015,exaone,llama-8b,0.7488538026809692
feed_post_generation,FEED-SAMPLE-015,exaone,midm-base,0.8914895057678223
feed_post_generation,FEED-SAMPLE-015,exaone,midm-mini,0.8695216178894043
feed_post_generation,FEED-SAMPLE-015,exaone,qwen-7b,0.7924848198890686
feed_post_generation,FEED-SAMPLE-015,kanana,llama-8b,0.9153013229370117
feed_post_generation,FEED-SAMPLE-015,kanana,midm-base,0.6450300216674805
feed_post_generation,FEED-SAMPLE-015,kanana,midm-mini,0.7274424433708191
feed_post_generation,FEED-SAMPLE-015,kanana,qwen-7b,0.8559536933898926
feed_post_generation,FEED-SAMPLE-015,llama-8b,midm-base,0.6883955001831055
feed_post_generation,FEED-SAMPLE-015,llama-8b,midm-mini,0.7852123975753784
feed_post_generation,FEED-SAMPLE-015,llama-8b,qwen-7b,0.859137237071991
feed_post_generation,FEED-SAMPLE-015,midm-base,midm-mini,0.8081161975860596
feed_post_generation,FEED-SAMPLE-015,midm-base,qwen-7b,0.7910992503166199
feed_post_generation,FEED-SAMPLE-015,midm-mini,qwen-7b,0.7301594018936157
feed_post_generation,FEED-SAMPLE-016,exaone,kanana,0.8066093325614929
feed_post_generation,FEED-SAMPLE-016,exaone,llama-8b,0.801044225692749
feed_post_generation,FEED-SAMPLE-016,exaone,midm-base,0.873449981212616
feed_post_generation,FEED-SAMPLE-016,exaone,midm-mini,0.9014840722084045
feed_post_generation,FEED-SAMPLE-016,exaone,qwen-7b,0.8822838664054871
feed_post_generation,FEED-SAMPLE-016,kanana,llama-8b,0.8673269748687744
feed_post_generation,FEED-SAMPLE-016,kanana,midm-base,0.8765742778778076
feed_post_generation,FEED-SAMPLE-016,kanana,midm-mini,0.8138687610626221
feed_post_generation,FEED-SAMPLE-016,kanana,qwen-7b,0.6869561076164246
feed_post_generation,FEED-SAMPLE-016,llama-8b,midm-base,0.8704018592834473
feed_post_generation,FEED-SAMPLE-016,llama-8b,midm-mini,0.795059084892273
feed_post_generation,FEED-SAMPLE-016,llama-8b,qwen-7b,0.6674531698226929
feed_post_generation,FEED-SAMPLE-016,midm-base,midm-mini,0.8932886719703674
feed_post_generation,FEED-SAMPLE-016,midm-base,qwen-7b,0.8137534260749817
feed_post_generation,FEED-SAMPLE-016,midm-mini,qwen-7b,0.9081873893737793
feed_post_generation,FEED-SAMPLE-017,exaone,kanana,0.8799580335617065
feed_post_generation,FEED-SAMPLE-017,exaone,llama-8b,0.7616162300109863
feed_post_generation,FEED-SAMPLE-017,exaone,midm-base,0.9065641164779663
feed_post_generation,FEED-SAMPLE-017,exaone,midm-mini,0.8993370532989502
feed_post_generation,FEED-SAMPLE-017,exaone,qwen-7b,0.7921028137207031
feed_post_generation,FEED-SAMPLE-017,kanana,llama-8b,0.7616786956787109
feed_post_generation,FEED-SAMPLE-017,kanana,midm-base,0.8109630346298218
feed_post_generation,FEED-SAMPLE-017,kanana,midm-mini,0.8956345319747925
feed_post_generation,FEED-SAMPLE-017,kanana,qwen-7b,0.7450289726257324
feed_post_generation,FEED-SAMPLE-017,llama-8b,midm-base,0.7702655792236328
feed_post_generation,FEED-SAMPLE-017,llama-8b,midm-mini,0.7985512614250183
feed_post_generation,FEED-SAMPLE-017,llama-8b,qwen-7b,0.8035019636154175
feed_post_generation,FEED-SAMPLE-017,midm-base,midm-mini,0.8513064384460449
feed_post_generation,FEED-SAMPLE-017,midm-base,qwen-7b,0.8139398694038391
feed_post_generation,FEED-SAMPLE-017,midm-mini,qwen-7b,0.7791789770126343
feed_post_generation,FEED-SAMPLE-018,exaone,kanana,0.8999479413032532
feed_post_generation,FEED-SAMPLE-018,exaone,llama-8b,0.715626060962677
feed_post_generation,FEED-SAMPLE-018,exaone,midm-base,0.8809360265731812
feed_post_generation,FEED-SAMPLE-018,exaone,midm-mini,0.8367232084274292
feed_post_generation,FEED-SAMPLE-018,exaone,qwen-7b,0.8351584672927856
feed_post_generation,FEED-SAMPLE-018,kanana,llama-8b,0.681797444820404
feed_post_generation,FEED-SAMPLE-018,kanana,midm-base,0.9145866632461548
feed_post_generation,FEED-SAMPLE-018,kanana,midm-mini,0.8127768039703369
feed_post_generation,FEED-SAMPLE-018,kanana,qwen-7b,0.7828089594841003
feed_post_generation,FEED-SAMPLE-018,llama-8b,midm-base,0.6740605235099792
feed_post_generation,FEED-SAMPLE-018,llama-8b,midm-mini,0.7041983008384705
feed_post_generation,FEED-SAMPLE-018,llama-8b,qwen-7b,0.649225115776062
feed_post_generation,FEED-SAMPLE-018,midm-base,midm-mini,0.8839491605758667
feed_post_generation,FEED-SAMPLE-018,midm-base,qwen-7b,0.8988004326820374
feed_post_generation,FEED-SAMPLE-018,midm-mini,qwen-7b,0.883423924446106
feed_post_generation,FEED-SAMPLE-019,exaone,kanana,0.8734755516052246
feed_post_generation,FEED-SAMPLE-019,exaone,llama-8b,0.8956619501113892
feed_post_generation,FEED-SAMPLE-019,exaone,midm-base,0.8969813585281372
feed_post_generation,FEED-SAMPLE-019,exaone,midm-mini,0.8118265271186829
feed_post_generation,FEED-SAMPLE-019,exaone,qwen-7b,0.9289290904998779
feed_post_generation,FEED-SAMPLE-019,kanana,llama-8b,0.8412286639213562
feed_post_generation,FEED-SAMPLE-019,kanana,midm-base,0.8731174468994141
feed_post_generation,FEED-SAMPLE-019,kanana,midm-mini,0.7750441431999207
feed_post_generation,FEED-SAMPLE-019,kanana,qwen-7b,0.8276349306106567
feed_post_generation,FEED-SAMPLE-019,llama-8b,midm-base,0.8484134674072266
feed_post_generation,FEED-SAMPLE-019,llama-8b,midm-mini,0.7594072818756104
feed_post_generation,FEED-SAMPLE-019,llama-8b,qwen-7b,0.9072252511978149
feed_post_generation,FEED-SAMPLE-019,midm-base,midm-mini,0.8806518912315369
feed_post_generation,FEED-SAMPLE-019,midm-base,qwen-7b,0.876873254776001
feed_post_generation,FEED-SAMPLE-019,midm-mini,qwen-7b,0.7856432199478149
feed_post_generation,FEED-SAMPLE-020,exaone,kanana,0.7740416526794434
feed_post_generation,FEED-SAMPLE-020,exaone,llama-8b,0.7555276155471802
feed_post_generation,FEED-SAMPLE-020,exaone,midm-base,0.7329344749450684
feed_post_generation,FEED-SAMPLE-020,exaone,midm-mini,0.8767097592353821
feed_post_generation,FEED-SAMPLE-020,exaone,qwen-7b,0.637319803237915
feed_post_generation,FEED-SAMPLE-020,kanana,llama-8b,0.7837947607040405
feed_post_generation,FEED-SAMPLE-020,kanana,midm-base,0.7738065719604492
feed_post_generation,FEED-SAMPLE-020,kanana,midm-mini,0.7538228631019592
feed_post_generation,FEED-SAMPLE-020,kanana,qwen-7b,0.7799274325370789
feed_post_generation,FEED-SAMPLE-020,llama-8b,midm-base,0.8084789514541626
feed_post_generation,FEED-SAMPLE-020,llama-8b,midm-mini,0.7161386013031006
feed_post_generation,FEED-SAMPLE-020,llama-8b,qwen-7b,0.7542946338653564
feed_post_generation,FEED-SAMPLE-020,midm-base,midm-mini,0.7186856269836426
feed_post_generation,FEED-SAMPLE-020,midm-base,qwen-7b,0.7156726121902466
feed_post_generation,FEED-SAMPLE-020,midm-mini,qwen-7b,0.5858244895935059
planner_chatbot,PLAN-SAMPLE-001,exaone,kanana,0.6160504817962646
planner_chatbot,PLAN-SAMPLE-001,exaone,llama-8b,0.8295007944107056
planner_chatbot,PLAN-SAMPLE-001,exaone,midm-base,0.8330286741256714
planner_chatbot,PLAN-SAMPLE-001,exaone,midm-mini,0.8089780807495117
planner_chatbot,PLAN-SAMPLE-001,exaone,qwen-7b,0.7579532861709595
planner_chatbot,PLAN-SAMPLE-001,kanana,llama-8b,0.44502323865890503
planner_chatbot,PLAN-SAMPLE-001,kanana,midm-base,0.567711353302002
planner_chatbot,PLAN-SAMPLE-001,kanana,midm-mini,0.39964979887008667
planner_chatbot,PLAN-SAMPLE-001,kanana,qwen-7b,0.7279428243637085
planner_chatbot,PLAN-SAMPLE-001,llama-8b,midm-base,0.8233519196510315
planner_chatbot,PLAN-SAMPLE-001,llama-8b,midm-mini,0.9116288423538208
planner_chatbot,PLAN-SAMPLE-001,llama-8b,qwen-7b,0.5710483193397522
planner_chatbot,PLAN-SAMPLE-001,midm-base,midm-mini,0.7948455810546875
planner_chatbot,PLAN-SAMPLE-001,midm-base,qwen-7b,0.6909369230270386
planner_chatbot,PLAN-SAMPLE-001,midm-mini,qwen-7b,0.523905336856842
planner_chatbot,PLAN-SAMPLE-002,exaone,kanana,0.8852173089981079
planner_chatbot,PLAN-SAMPLE-002,exaone,llama-8b,0.6091777682304382
planner_chatbot,PLAN-SAMPLE-002,exaone,midm-base,0.6087832450866699
planner_chatbot,PLAN-SAMPLE-002,exaone,midm-mini,0.9225690960884094
planner_chatbot,PLAN-SAMPLE-002,exaone,qwen-7b,0.9105553030967712
planner_chatbot,PLAN-SAMPLE-002,kanana,llama-8b,0.6614170074462891
planner_chatbot,PLAN-SAMPLE-002,kanana,midm-base,0.7355812788009644
planner_chatbot,PLAN-SAMPLE-002,kanana,midm-mini,0.9354835748672485
planner_chatbot,PLAN-SAMPLE-002,kanana,qwen-7b,0.8868521451950073
planner_chatbot,PLAN-SAMPLE-002,llama-8b,midm-base,0.7454169988632202
planner_chatbot,PLAN-SAMPLE-002,llama-8b,midm-mini,0.6350160837173462
planner_chatbot,PLAN-SAMPLE-002,llama-8b,qwen-7b,0.550779402256012
planner_chatbot,PLAN-SAMPLE-002,midm-base,midm-mini,0.7232094407081604
planner_chatbot,PLAN-SAMPLE-002,midm-base,qwen-7b,0.6421605348587036
planner_chatbot,PLAN-SAMPLE-002,midm-mini,qwen-7b,0.9438610076904297
planner_chatbot,PLAN-SAMPLE-003,exaone,kanana,0.9463318586349487
planner_chatbot,PLAN-SAMPLE-003,exaone,llama-8b,0.46307215094566345
planner_chatbot,PLAN-SAMPLE-003,exaone,midm-base,0.7701830863952637
planner_chatbot,PLAN-SAMPLE-003,exaone,midm-mini,0.5419986248016357
planner_chatbot,PLAN-SAMPLE-003,exaone,qwen-7b,0.9099174737930298
planner_chatbot,PLAN-SAMPLE-003,kanana,llama-8b,0.4150618314743042
planner_chatbot,PLAN-SAMPLE-003,kanana,midm-base,0.744887113571167
planner_chatbot,PLAN-SAMPLE-003,kanana,midm-mini,0.42228493094444275
planner_chatbot,PLAN-SAMPLE-003,kanana,qwen-7b,0.9399242401123047
planner_chatbot,PLAN-SAMPLE-003,llama-8b,midm-base,0.29958680272102356
planner_chatbot,PLAN-SAMPLE-003,llama-8b,midm-mini,0.7638622522354126
planner_chatbot,PLAN-SAMPLE-003,llama-8b,qwen-7b,0.3948017358779907
planner_chatbot,PLAN-SAMPLE-003,midm-base,midm-mini,0.5228537321090698
planner_chatbot,PLAN-SAMPLE-003,midm-base,qwen-7b,0.7960177063941956
planner_chatbot,PLAN-SAMPLE-003,midm-mini,qwen-7b,0.439561665058136
planner_chatbot,PLAN-SAMPLE-004,exaone,kanana,0.9085186719894409
planner_chatbot,PLAN-SAMPLE-004,exaone,llama-8b,0.5957302451133728
planner_chatbot,PLAN-SAMPLE-004,exaone,midm-base,0.9234470725059509
planner_chatbot,PLAN-SAMPLE-004,exaone,midm-mini,0.4137243330478668
planner_chatbot,PLAN-SAMPLE-004,exaone,qwen-7b,0.9120439291000366
planner_chatbot,PLAN-SAMPLE-004,kanana,llama-8b,0.5843163132667542
planner_chatbot,PLAN-SAMPLE-004,kanana,midm-base,0.9078166484832764
planner_chatbot,PLAN-SAMPLE-004,kanana,midm-mini,0.4460560083389282
planner_chatbot,PLAN-SAMPLE-004,kanana,qwen-7b,0.8479369878768921
planner_chatbot,PLAN-SAMPLE-004,llama-8b,midm-base,0.6106290817260742
planner_chatbot,PLAN-SAMPLE-004,llama-8b,midm-mini,0.8040436506271362
planner_chatbot,PLAN-SAMPLE-004,llama-8b,qwen-7b,0.6008223295211792
planner_chatbot,PLAN-SAMPLE-004,midm-base,midm-mini,0.4111129641532898
planner_chatbot,PLAN-SAMPLE-004,midm-base,qwen-7b,0.9294787049293518
planner_chatbot,PLAN-SAMPLE-004,midm-mini,qwen-7b,0.36020565032958984
planner_chatbot,PLAN-SAMPLE-005,exaone,kanana,0.8532891273498535
planner_chatbot,PLAN-SAMPLE-005,exaone,llama-8b,0.47688210010528564
planner_chatbot,PLAN-SAMPLE-005,exaone,midm-base,0.8851810097694397
planner_chatbot,PLAN-SAMPLE-005,exaone,midm-mini,0.725537896156311
planner_chatbot,PLAN-SAMPLE-005,exaone,qwen-7b,0.8348293304443359
planner_chatbot,PLAN-SAMPLE-005,kanana,llama-8b,0.4289124310016632
planner_chatbot,PLAN-SAMPLE-005,kanana,midm-base,0.9156586527824402
planner_chatbot,PLAN-SAMPLE-005,kanana,midm-mini,0.5814640522003174
planner_chatbot,PLAN-SAMPLE-005,kanana,qwen-7b,0.9332274198532104
planner_chatbot,PLAN-SAMPLE-005,llama-8b,midm-base,0.44769179821014404
planner_chatbot,PLAN-SAMPLE-005,llama-8b,midm-mini,0.8314220905303955
planner_chatbot,PLAN-SAMPLE-005,llama-8b,qwen-7b,0.44980141520500183
planner_chatbot,PLAN-SAMPLE-005,midm-base,midm-mini,0.6194982528686523
planner_chatbot,PLAN-SAMPLE-005,midm-base,qwen-7b,0.922751247882843
planner_chatbot,PLAN-SAMPLE-005,midm-mini,qwen-7b,0.5644981861114502
planner_chatbot,PLAN-SAMPLE-006,exaone,kanana,0.8899292945861816
planner_chatbot,PLAN-SAMPLE-006,exaone,llama-8b,0.4537339508533478
planner_chatbot,PLAN-SAMPLE-006,exaone,midm-base,0.5283625721931458
planner_chatbot,PLAN-SAMPLE-006,exaone,midm-mini,0.45065760612487793
planner_chatbot,PLAN-SAMPLE-006,exaone,qwen-7b,0.9114283919334412
planner_chatbot,PLAN-SAMPLE-006,kanana,llama-8b,0.5347855687141418
planner_chatbot,PLAN-SAMPLE-006,kanana,midm-base,0.5875211358070374
planner_chatbot,PLAN-SAMPLE-006,kanana,midm-mini,0.5632798671722412
planner_chatbot,PLAN-SAMPLE-006,kanana,qwen-7b,0.8767452836036682
planner_chatbot,PLAN-SAMPLE-006,llama-8b,midm-base,0.8859295845031738
planner_chatbot,PLAN-SAMPLE-006,llama-8b,midm-mini,0.8547674417495728
planner_chatbot,PLAN-SAMPLE-006,llama-8b,qwen-7b,0.4796644151210785
planner_chatbot,PLAN-SAMPLE-006,midm-base,midm-mini,0.867038905620575
planner_chatbot,PLAN-SAMPLE-006,midm-base,qwen-7b,0.5386126637458801
planner_chatbot,PLAN-SAMPLE-006,midm-mini,qwen-7b,0.4734432101249695
planner_chatbot,PLAN-SAMPLE-007,exaone,kanana,0.5880953073501587
planner_chatbot,PLAN-SAMPLE-007,exaone,llama-8b,0.9759993553161621
planner_chatbot,PLAN-SAMPLE-007,exaone,midm-base,0.8970626592636108
planner_chatbot,PLAN-SAMPLE-007,exaone,midm-mini,0.8899967670440674
planner_chatbot,PLAN-SAMPLE-007,exaone,qwen-7b,0.5476155281066895
planner_chatbot,PLAN-SAMPLE-007,kanana,llama-8b,0.5583256483078003
planner_chatbot,PLAN-SAMPLE-007,kanana,midm-base,0.6693491339683533
planner_chatbot,PLAN-SAMPLE-007,kanana,midm-mini,0.5028523206710815
planner_chatbot,PLAN-SAMPLE-007,kanana,qwen-7b,0.8955129384994507
planner_chatbot,PLAN-SAMPLE-007,llama-8b,midm-base,0.9052628874778748
planner_chatbot,PLAN-SAMPLE-007,llama-8b,midm-mini,0.9196047186851501
planner_chatbot,PLAN-SAMPLE-007,llama-8b,qwen-7b,0.5244855284690857
planner_chatbot,PLAN-SAMPLE-007,midm-base,midm-mini,0.8309834599494934
planner_chatbot,PLAN-SAMPLE-007,midm-base,qwen-7b,0.5621277689933777
planner_chatbot,PLAN-SAMPLE-007,midm-mini,qwen-7b,0.4715932309627533
planner_chatbot,PLAN-SAMPLE-008,exaone,kanana,0.9621256589889526
planner_chatbot,PLAN-SAMPLE-008,exaone,llama-8b,0.6194637417793274
planner_chatbot,PLAN-SAMPLE-008,exaone,midm-base,0.9332894682884216
planner_chatbot,PLAN-SAMPLE-008,exaone,midm-mini,0.5239951610565186
planner_chatbot,PLAN-SAMPLE-008,exaone,qwen-7b,0.876115620136261
planner_chatbot,PLAN-SAMPLE-008,kanana,llama-8b,0.606884777545929
planner_chatbot,PLAN-SAMPLE-008,kanana,midm-base,0.9245427250862122
planner_chatbot,PLAN-SAMPLE-008,kanana,midm-mini,0.4261954128742218
planner_chatbot,PLAN-SAMPLE-008,kanana,qwen-7b,0.8893719911575317
planner_chatbot,PLAN-SAMPLE-008,llama-8b,midm-base,0.5931285619735718
planner_chatbot,PLAN-SAMPLE-008,llama-8b,midm-mini,0.7517572641372681
planner_chatbot,PLAN-SAMPLE-008,llama-8b,qwen-7b,0.6293757557868958
planner_chatbot,PLAN-SAMPLE-008,midm-base,midm-mini,0.4456860423088074
planner_chatbot,PLAN-SAMPLE-008,midm-base,qwen-7b,0.8712646961212158
planner_chatbot,PLAN-SAMPLE-008,midm-mini,qwen-7b,0.444668710231781
planner_chatbot,PLAN-SAMPLE-009,exaone,kanana,0.9189676642417908
planner_chatbot,PLAN-SAMPLE-009,exaone,llama-8b,0.6020937561988831
planner_chatbot,PLAN-SAMPLE-009,exaone,midm-base,0.9382299184799194
planner_chatbot,PLAN-SAMPLE-009,exaone,midm-mini,0.4463297128677368
planner_chatbot,PLAN-SAMPLE-009,exaone,qwen-7b,0.9292416572570801
planner_chatbot,PLAN-SAMPLE-009,kanana,llama-8b,0.646630048751831
planner_chatbot,PLAN-SAMPLE-009,kanana,midm-base,0.8959193229675293
planner_chatbot,PLAN-SAMPLE-009,kanana,midm-mini,0.4295509457588196
planner_chatbot,PLAN-SAMPLE-009,kanana,qwen-7b,0.9489411115646362
planner_chatbot,PLAN-SAMPLE-009,llama-8b,midm-base,0.705887496471405
planner_chatbot,PLAN-SAMPLE-009,llama-8b,midm-mini,0.6406881809234619
planner_chatbot,PLAN-SAMPLE-009,llama-8b,qwen-7b,0.6473299264907837
planner_chatbot,PLAN-SAMPLE-009,midm-base,midm-mini,0.41856056451797485
planner_chatbot,PLAN-SAMPLE-009,midm-base,qwen-7b,0.9322603940963745
planner_chatbot,PLAN-SAMPLE-009,midm-mini,qwen-7b,0.4446446895599365
planner_chatbot,PLAN-SAMPLE-010,exaone,kanana,0.8934372663497925
planner_chatbot,PLAN-SAMPLE-010,exaone,llama-8b,0.408824622631073
planner_chatbot,PLAN-SAMPLE-010,exaone,midm-base,0.7056841850280762
planner_chatbot,PLAN-SAMPLE-010,exaone,midm-mini,0.6647397875785828
planner_chatbot,PLAN-SAMPLE-010,exaone,qwen-7b,0.9100838303565979
planner_chatbot,PLAN-SAMPLE-010,kanana,llama-8b,0.4721686542034149
planner_chatbot,PLAN-SAMPLE-010,kanana,midm-base,0.6167027950286865
planner_chatbot,PLAN-SAMPLE-010,kanana,midm-mini,0.6045171022415161
planner_chatbot,PLAN-SAMPLE-010,kanana,qwen-7b,0.9628539085388184
planner_chatbot,PLAN-SAMPLE-010,llama-8b,midm-base,0.6724893450737
planner_chatbot,PLAN-SAMPLE-010,llama-8b,midm-mini,0.7443240284919739
planner_chatbot,PLAN-SAMPLE-010,llama-8b,qwen-7b,0.4557950496673584
planner_chatbot,PLAN-SAMPLE-010,midm-base,midm-mini,0.9032031893730164
planner_chatbot,PLAN-SAMPLE-010,midm-base,qwen-7b,0.5949954986572266
planner_chatbot,PLAN-SAMPLE-010,midm-mini,qwen-7b,0.5974658727645874
planner_chatbot,PLAN-SAMPLE-011,exaone,kanana,0.8180209994316101
planner_chatbot,PLAN-SAMPLE-011,exaone,llama-8b,0.6123731136322021
planner_chatbot,PLAN-SAMPLE-011,exaone,midm-base,0.6510998010635376
planner_chatbot,PLAN-SAMPLE-011,exaone,midm-mini,0.5400238037109375
planner_chatbot,PLAN-SAMPLE-011,exaone,qwen-7b,0.7756518125534058
planner_chatbot,PLAN-SAMPLE-011,kanana,llama-8b,0.7163490653038025
planner_chatbot,PLAN-SAMPLE-011,kanana,midm-base,0.629144549369812
planner_chatbot,PLAN-SAMPLE-011,kanana,midm-mini,0.5699865818023682
planner_chatbot,PLAN-SAMPLE-011,kanana,qwen-7b,0.8983398675918579
planner_chatbot,PLAN-SAMPLE-011,llama-8b,midm-base,0.8205206990242004
planner_chatbot,PLAN-SAMPLE-011,llama-8b,midm-mini,0.8642833232879639
planner_chatbot,PLAN-SAMPLE-011,llama-8b,qwen-7b,0.6270387768745422
planner_chatbot,PLAN-SAMPLE-011,midm-base,midm-mini,0.8899251222610474
planner_chatbot,PLAN-SAMPLE-011,midm-base,qwen-7b,0.5997782945632935
planner_chatbot,PLAN-SAMPLE-011,midm-mini,qwen-7b,0.5070281028747559
planner_chatbot,PLAN-SAMPLE-012,exaone,kanana,0.8898516297340393
planner_chatbot,PLAN-SAMPLE-012,exaone,llama-8b,0.5517637729644775
planner_chatbot,PLAN-SAMPLE-012,exaone,midm-base,0.9296602010726929
planner_chatbot,PLAN-SAMPLE-012,exaone,midm-mini,0.4806324541568756
planner_chatbot,PLAN-SAMPLE-012,exaone,qwen-7b,0.9404154419898987
planner_chatbot,PLAN-SAMPLE-012,kanana,llama-8b,0.6338684558868408
planner_chatbot,PLAN-SAMPLE-012,kanana,midm-base,0.902906060218811
planner_chatbot,PLAN-SAMPLE-012,kanana,midm-mini,0.5048054456710815
planner_chatbot,PLAN-SAMPLE-012,kanana,qwen-7b,0.8989152312278748
planner_chatbot,PLAN-SAMPLE-012,llama-8b,midm-base,0.6226506233215332
planner_chatbot,PLAN-SAMPLE-012,llama-8b,midm-mini,0.6707826852798462
planner_chatbot,PLAN-SAMPLE-012,llama-8b,qwen-7b,0.6054602861404419
planner_chatbot,PLAN-SAMPLE-012,midm-base,midm-mini,0.5495479106903076
planner_chatbot,PLAN-SAMPLE-012,midm-base,qwen-7b,0.9213290214538574
planner_chatbot,PLAN-SAMPLE-012,midm-mini,qwen-7b,0.5270416140556335
planner_chatbot,PLAN-SAMPLE-013,exaone,kanana,0.9622369408607483
planner_chatbot,PLAN-SAMPLE-013,exaone,llama-8b,0.46307215094566345
planner_chatbot,PLAN-SAMPLE-013,exaone,midm-base,0.900326132774353
planner_chatbot,PLAN-SAMPLE-013,exaone,midm-mini,0.6286755204200745
planner_chatbot,PLAN-SAMPLE-013,exaone,qwen-7b,0.8830626010894775
planner_chatbot,PLAN-SAMPLE-013,kanana,llama-8b,0.41452521085739136
planner_chatbot,PLAN-SAMPLE-013,kanana,midm-base,0.8996577262878418
planner_chatbot,PLAN-SAMPLE-013,kanana,midm-mini,0.5510063171386719
planner_chatbot,PLAN-SAMPLE-013,kanana,qwen-7b,0.9033290147781372
planner_chatbot,PLAN-SAMPLE-013,llama-8b,midm-base,0.4420601725578308
planner_chatbot,PLAN-SAMPLE-013,llama-8b,midm-mini,0.7224656343460083
planner_chatbot,PLAN-SAMPLE-013,llama-8b,qwen-7b,0.4232829809188843
planner_chatbot,PLAN-SAMPLE-013,midm-base,midm-mini,0.633004367351532
planner_chatbot,PLAN-SAMPLE-013,midm-base,qwen-7b,0.8971188068389893
planner_chatbot,PLAN-SAMPLE-013,midm-mini,qwen-7b,0.6114805340766907
planner_chatbot,PLAN-SAMPLE-014,exaone,kanana,0.8939352035522461
planner_chatbot,PLAN-SAMPLE-014,exaone,llama-8b,0.5514283180236816
planner_chatbot,PLAN-SAMPLE-014,exaone,midm-base,0.9113809466362
planner_chatbot,PLAN-SAMPLE-014,exaone,midm-mini,0.5204944610595703
planner_chatbot,PLAN-SAMPLE-014,exaone,qwen-7b,0.9276788234710693
planner_chatbot,PLAN-SAMPLE-014,kanana,llama-8b,0.5311423540115356
planner_chatbot,PLAN-SAMPLE-014,kanana,midm-base,0.8606529831886292
planner_chatbot,PLAN-SAMPLE-014,kanana,midm-mini,0.5302927494049072
planner_chatbot,PLAN-SAMPLE-014,kanana,qwen-7b,0.9267990589141846
planner_chatbot,PLAN-SAMPLE-014,llama-8b,midm-base,0.5557644367218018
planner_chatbot,PLAN-SAMPLE-014,llama-8b,midm-mini,0.903404712677002
planner_chatbot,PLAN-SAMPLE-014,llama-8b,qwen-7b,0.5900582075119019
planner_chatbot,PLAN-SAMPLE-014,midm-base,midm-mini,0.44312453269958496
planner_chatbot,PLAN-SAMPLE-014,midm-base,qwen-7b,0.9310778975486755
planner_chatbot,PLAN-SAMPLE-014,midm-mini,qwen-7b,0.5226171016693115
planner_chatbot,PLAN-SAMPLE-015,exaone,kanana,0.8701767325401306
planner_chatbot,PLAN-SAMPLE-015,exaone,llama-8b,0.477649986743927
planner_chatbot,PLAN-SAMPLE-015,exaone,midm-base,0.6386515498161316
planner_chatbot,PLAN-SAMPLE-015,exaone,midm-mini,0.6569350957870483
planner_chatbot,PLAN-SAMPLE-015,exaone,qwen-7b,0.8340046405792236
planner_chatbot,PLAN-SAMPLE-015,kanana,llama-8b,0.4814381003379822
planner_chatbot,PLAN-SAMPLE-015,kanana,midm-base,0.5888434052467346
planner_chatbot,PLAN-SAMPLE-015,kanana,midm-mini,0.6101393699645996
planner_chatbot,PLAN-SAMPLE-015,kanana,qwen-7b,0.9385757446289062
planner_chatbot,PLAN-SAMPLE-015,llama-8b,midm-base,0.891431987285614
planner_chatbot,PLAN-SAMPLE-015,llama-8b,midm-mini,0.9095970988273621
planner_chatbot,PLAN-SAMPLE-015,llama-8b,qwen-7b,0.4467414617538452
planner_chatbot,PLAN-SAMPLE-015,midm-base,midm-mini,0.9205336570739746
planner_chatbot,PLAN-SAMPLE-015,midm-base,qwen-7b,0.5270923376083374
planner_chatbot,PLAN-SAMPLE-015,midm-mini,qwen-7b,0.56468266248703
planner_chatbot,PLAN-SAMPLE-016,exaone,kanana,0.7291042804718018
planner_chatbot,PLAN-SAMPLE-016,exaone,llama-8b,0.5174679160118103
planner_chatbot,PLAN-SAMPLE-016,exaone,midm-base,0.7070212364196777
planner_chatbot,PLAN-SAMPLE-016,exaone,midm-mini,0.5063462853431702
planner_chatbot,PLAN-SAMPLE-016,exaone,qwen-7b,0.8844602108001709
planner_chatbot,PLAN-SAMPLE-016,kanana,llama-8b,0.41714608669281006
planner_chatbot,PLAN-SAMPLE-016,kanana,midm-base,0.634727954864502
planner_chatbot,PLAN-SAMPLE-016,kanana,midm-mini,0.4188997745513916
planner_chatbot,PLAN-SAMPLE-016,kanana,qwen-7b,0.6444001793861389
planner_chatbot,PLAN-SAMPLE-016,llama-8b,midm-base,0.7391635179519653
