task,sample_id,model_a,model_b,pairwise_cosine_similarity
feed_post_generation,FEED-SAMPLE-005,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.7624808549880981
feed_post_generation,FEED-SAMPLE-005,midm-base,midm-mini,0.8224658966064453
feed_post_generation,FEED-SAMPLE-005,midm-base,qwen-3b,0.7131906151771545
feed_post_generation,FEED-SAMPLE-005,midm-base,qwen-7b,0.8206518888473511
feed_post_generation,FEED-SAMPLE-005,midm-base,kanana-nano-2.1b-vllm,0.88849937915802
feed_post_generation,FEED-SAMPLE-005,midm-mini,qwen-3b,0.7140030860900879
feed_post_generation,FEED-SAMPLE-005,midm-mini,qwen-7b,0.7798841595649719
feed_post_generation,FEED-SAMPLE-005,midm-mini,kanana-nano-2.1b-vllm,0.8634724617004395
feed_post_generation,FEED-SAMPLE-005,qwen-3b,qwen-7b,0.6378419399261475
feed_post_generation,FEED-SAMPLE-005,qwen-3b,kanana-nano-2.1b-vllm,0.7158763408660889
feed_post_generation,FEED-SAMPLE-005,qwen-7b,kanana-nano-2.1b-vllm,0.8100104331970215
feed_post_generation,FEED-SAMPLE-006,llama-3b,gemma-3-4b-it,0.5696419477462769
feed_post_generation,FEED-SAMPLE-006,llama-3b,midm-base,0.4838593006134033
feed_post_generation,FEED-SAMPLE-006,llama-3b,midm-mini,0.6325634717941284
feed_post_generation,FEED-SAMPLE-006,llama-3b,qwen-3b,0.5823889374732971
feed_post_generation,FEED-SAMPLE-006,llama-3b,qwen-7b,0.5105419158935547
feed_post_generation,FEED-SAMPLE-006,llama-3b,kanana-nano-2.1b-vllm,0.6344822645187378
feed_post_generation,FEED-SAMPLE-006,gemma-3-4b-it,midm-base,0.5922089219093323
feed_post_generation,FEED-SAMPLE-006,gemma-3-4b-it,midm-mini,0.7388549447059631
feed_post_generation,FEED-SAMPLE-006,gemma-3-4b-it,qwen-3b,0.5953563451766968
feed_post_generation,FEED-SAMPLE-006,gemma-3-4b-it,qwen-7b,0.4471738934516907
feed_post_generation,FEED-SAMPLE-006,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.5964585542678833
feed_post_generation,FEED-SAMPLE-006,midm-base,midm-mini,0.6554701924324036
feed_post_generation,FEED-SAMPLE-006,midm-base,qwen-3b,0.8385822772979736
feed_post_generation,FEED-SAMPLE-006,midm-base,qwen-7b,0.39237016439437866
feed_post_generation,FEED-SAMPLE-006,midm-base,kanana-nano-2.1b-vllm,0.5334053635597229
feed_post_generation,FEED-SAMPLE-006,midm-mini,qwen-3b,0.6268826127052307
feed_post_generation,FEED-SAMPLE-006,midm-mini,qwen-7b,0.5291590690612793
feed_post_generation,FEED-SAMPLE-006,midm-mini,kanana-nano-2.1b-vllm,0.7202648520469666
feed_post_generation,FEED-SAMPLE-006,qwen-3b,qwen-7b,0.3947469890117645
feed_post_generation,FEED-SAMPLE-006,qwen-3b,kanana-nano-2.1b-vllm,0.5375757217407227
feed_post_generation,FEED-SAMPLE-006,qwen-7b,kanana-nano-2.1b-vllm,0.7450754642486572
feed_post_generation,FEED-SAMPLE-007,llama-3b,gemma-3-4b-it,0.5572136640548706
feed_post_generation,FEED-SAMPLE-007,llama-3b,midm-base,0.5807063579559326
feed_post_generation,FEED-SAMPLE-007,llama-3b,midm-mini,0.6167758703231812
feed_post_generation,FEED-SAMPLE-007,llama-3b,qwen-3b,0.431097149848938
feed_post_generation,FEED-SAMPLE-007,llama-3b,qwen-7b,0.6592913866043091
feed_post_generation,FEED-SAMPLE-007,llama-3b,kanana-nano-2.1b-vllm,0.5480164885520935
feed_post_generation,FEED-SAMPLE-007,gemma-3-4b-it,midm-base,0.8002002239227295
feed_post_generation,FEED-SAMPLE-007,gemma-3-4b-it,midm-mini,0.7253034114837646
feed_post_generation,FEED-SAMPLE-007,gemma-3-4b-it,qwen-3b,0.7324232459068298
feed_post_generation,FEED-SAMPLE-007,gemma-3-4b-it,qwen-7b,0.6512178182601929
feed_post_generation,FEED-SAMPLE-007,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.6993019580841064
feed_post_generation,FEED-SAMPLE-007,midm-base,midm-mini,0.8777508735656738
feed_post_generation,FEED-SAMPLE-007,midm-base,qwen-3b,0.6790767312049866
feed_post_generation,FEED-SAMPLE-007,midm-base,qwen-7b,0.7119947671890259
feed_post_generation,FEED-SAMPLE-007,midm-base,kanana-nano-2.1b-vllm,0.5579555034637451
feed_post_generation,FEED-SAMPLE-007,midm-mini,qwen-3b,0.7296663522720337
feed_post_generation,FEED-SAMPLE-007,midm-mini,qwen-7b,0.6151676774024963
feed_post_generation,FEED-SAMPLE-007,midm-mini,kanana-nano-2.1b-vllm,0.5867527723312378
feed_post_generation,FEED-SAMPLE-007,qwen-3b,qwen-7b,0.5286727547645569
feed_post_generation,FEED-SAMPLE-007,qwen-3b,kanana-nano-2.1b-vllm,0.687332034111023
feed_post_generation,FEED-SAMPLE-007,qwen-7b,kanana-nano-2.1b-vllm,0.5497488975524902
feed_post_generation,FEED-SAMPLE-008,llama-3b,gemma-3-4b-it,0.3544228971004486
feed_post_generation,FEED-SAMPLE-008,llama-3b,midm-base,0.4702128767967224
feed_post_generation,FEED-SAMPLE-008,llama-3b,midm-mini,0.5548461675643921
feed_post_generation,FEED-SAMPLE-008,llama-3b,qwen-3b,0.5086159110069275
feed_post_generation,FEED-SAMPLE-008,llama-3b,qwen-7b,0.4258868396282196
feed_post_generation,FEED-SAMPLE-008,llama-3b,kanana-nano-2.1b-vllm,0.5745953321456909
feed_post_generation,FEED-SAMPLE-008,gemma-3-4b-it,midm-base,0.5110466480255127
feed_post_generation,FEED-SAMPLE-008,gemma-3-4b-it,midm-mini,0.4398401379585266
feed_post_generation,FEED-SAMPLE-008,gemma-3-4b-it,qwen-3b,0.4400224983692169
feed_post_generation,FEED-SAMPLE-008,gemma-3-4b-it,qwen-7b,0.6257364749908447
feed_post_generation,FEED-SAMPLE-008,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.5038789510726929
feed_post_generation,FEED-SAMPLE-008,midm-base,midm-mini,0.8424501419067383
feed_post_generation,FEED-SAMPLE-008,midm-base,qwen-3b,0.5415462255477905
feed_post_generation,FEED-SAMPLE-008,midm-base,qwen-7b,0.6937642693519592
feed_post_generation,FEED-SAMPLE-008,midm-base,kanana-nano-2.1b-vllm,0.42975491285324097
feed_post_generation,FEED-SAMPLE-008,midm-mini,qwen-3b,0.6362558603286743
feed_post_generation,FEED-SAMPLE-008,midm-mini,qwen-7b,0.8280575275421143
feed_post_generation,FEED-SAMPLE-008,midm-mini,kanana-nano-2.1b-vllm,0.4701865017414093
feed_post_generation,FEED-SAMPLE-008,qwen-3b,qwen-7b,0.6436828374862671
feed_post_generation,FEED-SAMPLE-008,qwen-3b,kanana-nano-2.1b-vllm,0.5916030406951904
feed_post_generation,FEED-SAMPLE-008,qwen-7b,kanana-nano-2.1b-vllm,0.45560792088508606
feed_post_generation,FEED-SAMPLE-009,llama-3b,gemma-3-4b-it,0.4871671497821808
feed_post_generation,FEED-SAMPLE-009,llama-3b,midm-base,0.5564966797828674
feed_post_generation,FEED-SAMPLE-009,llama-3b,midm-mini,0.7381793260574341
feed_post_generation,FEED-SAMPLE-009,llama-3b,qwen-3b,0.6428593397140503
feed_post_generation,FEED-SAMPLE-009,llama-3b,qwen-7b,0.7281626462936401
feed_post_generation,FEED-SAMPLE-009,llama-3b,kanana-nano-2.1b-vllm,0.5295710563659668
feed_post_generation,FEED-SAMPLE-009,gemma-3-4b-it,midm-base,0.5819849967956543
feed_post_generation,FEED-SAMPLE-009,gemma-3-4b-it,midm-mini,0.6804370880126953
feed_post_generation,FEED-SAMPLE-009,gemma-3-4b-it,qwen-3b,0.5064274072647095
feed_post_generation,FEED-SAMPLE-009,gemma-3-4b-it,qwen-7b,0.6568886041641235
feed_post_generation,FEED-SAMPLE-009,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.2778545022010803
feed_post_generation,FEED-SAMPLE-009,midm-base,midm-mini,0.5886528491973877
feed_post_generation,FEED-SAMPLE-009,midm-base,qwen-3b,0.7459572553634644
feed_post_generation,FEED-SAMPLE-009,midm-base,qwen-7b,0.7180812358856201
feed_post_generation,FEED-SAMPLE-009,midm-base,kanana-nano-2.1b-vllm,0.4932008385658264
feed_post_generation,FEED-SAMPLE-009,midm-mini,qwen-3b,0.6167864799499512
feed_post_generation,FEED-SAMPLE-009,midm-mini,qwen-7b,0.7976978421211243
feed_post_generation,FEED-SAMPLE-009,midm-mini,kanana-nano-2.1b-vllm,0.5544219613075256
feed_post_generation,FEED-SAMPLE-009,qwen-3b,qwen-7b,0.6446840167045593
feed_post_generation,FEED-SAMPLE-009,qwen-3b,kanana-nano-2.1b-vllm,0.613472580909729
feed_post_generation,FEED-SAMPLE-009,qwen-7b,kanana-nano-2.1b-vllm,0.4865798354148865
feed_post_generation,FEED-SAMPLE-010,llama-3b,gemma-3-4b-it,0.6717529296875
feed_post_generation,FEED-SAMPLE-010,llama-3b,midm-base,0.5677414536476135
feed_post_generation,FEED-SAMPLE-010,llama-3b,midm-mini,0.4147253632545471
feed_post_generation,FEED-SAMPLE-010,llama-3b,qwen-3b,0.7516767978668213
feed_post_generation,FEED-SAMPLE-010,llama-3b,qwen-7b,0.504727840423584
feed_post_generation,FEED-SAMPLE-010,llama-3b,kanana-nano-2.1b-vllm,0.7238767147064209
feed_post_generation,FEED-SAMPLE-010,gemma-3-4b-it,midm-base,0.6944750547409058
feed_post_generation,FEED-SAMPLE-010,gemma-3-4b-it,midm-mini,0.6449248194694519
feed_post_generation,FEED-SAMPLE-010,gemma-3-4b-it,qwen-3b,0.7211800813674927
feed_post_generation,FEED-SAMPLE-010,gemma-3-4b-it,qwen-7b,0.7324103116989136
feed_post_generation,FEED-SAMPLE-010,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.752153754234314
feed_post_generation,FEED-SAMPLE-010,midm-base,midm-mini,0.6537402272224426
feed_post_generation,FEED-SAMPLE-010,midm-base,qwen-3b,0.6466248631477356
feed_post_generation,FEED-SAMPLE-010,midm-base,qwen-7b,0.6815834641456604
feed_post_generation,FEED-SAMPLE-010,midm-base,kanana-nano-2.1b-vllm,0.6930186748504639
feed_post_generation,FEED-SAMPLE-010,midm-mini,qwen-3b,0.4756395220756531
feed_post_generation,FEED-SAMPLE-010,midm-mini,qwen-7b,0.7286093831062317
feed_post_generation,FEED-SAMPLE-010,midm-mini,kanana-nano-2.1b-vllm,0.6709620356559753
feed_post_generation,FEED-SAMPLE-010,qwen-3b,qwen-7b,0.6424679160118103
feed_post_generation,FEED-SAMPLE-010,qwen-3b,kanana-nano-2.1b-vllm,0.6720756888389587
feed_post_generation,FEED-SAMPLE-010,qwen-7b,kanana-nano-2.1b-vllm,0.589999794960022
planner_chatbot,PLAN-SAMPLE-001,llama-3b,gemma-3-4b-it,0.5442949533462524
planner_chatbot,PLAN-SAMPLE-001,llama-3b,midm-base,0.2155878245830536
planner_chatbot,PLAN-SAMPLE-001,llama-3b,midm-mini,0.5698734521865845
planner_chatbot,PLAN-SAMPLE-001,llama-3b,qwen-3b,0.71772301197052
planner_chatbot,PLAN-SAMPLE-001,llama-3b,qwen-7b,0.6659075021743774
planner_chatbot,PLAN-SAMPLE-001,llama-3b,kanana-nano-2.1b-vllm,0.6137727499008179
planner_chatbot,PLAN-SAMPLE-001,gemma-3-4b-it,midm-base,0.6692383885383606
planner_chatbot,PLAN-SAMPLE-001,gemma-3-4b-it,midm-mini,0.6198322772979736
planner_chatbot,PLAN-SAMPLE-001,gemma-3-4b-it,qwen-3b,0.7627241015434265
planner_chatbot,PLAN-SAMPLE-001,gemma-3-4b-it,qwen-7b,0.8143681287765503
planner_chatbot,PLAN-SAMPLE-001,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.7426682114601135
planner_chatbot,PLAN-SAMPLE-001,midm-base,midm-mini,0.37839746475219727
planner_chatbot,PLAN-SAMPLE-001,midm-base,qwen-3b,0.44036316871643066
planner_chatbot,PLAN-SAMPLE-001,midm-base,qwen-7b,0.5061298608779907
planner_chatbot,PLAN-SAMPLE-001,midm-base,kanana-nano-2.1b-vllm,0.5184621810913086
planner_chatbot,PLAN-SAMPLE-001,midm-mini,qwen-3b,0.6659263372421265
planner_chatbot,PLAN-SAMPLE-001,midm-mini,qwen-7b,0.6670130491256714
planner_chatbot,PLAN-SAMPLE-001,midm-mini,kanana-nano-2.1b-vllm,0.5885862112045288
planner_chatbot,PLAN-SAMPLE-001,qwen-3b,qwen-7b,0.8576620817184448
planner_chatbot,PLAN-SAMPLE-001,qwen-3b,kanana-nano-2.1b-vllm,0.828717827796936
planner_chatbot,PLAN-SAMPLE-001,qwen-7b,kanana-nano-2.1b-vllm,0.7867123484611511
planner_chatbot,PLAN-SAMPLE-002,llama-3b,gemma-3-4b-it,0.8092398643493652
planner_chatbot,PLAN-SAMPLE-002,llama-3b,midm-base,0.45038923621177673
planner_chatbot,PLAN-SAMPLE-002,llama-3b,midm-mini,0.48671361804008484
planner_chatbot,PLAN-SAMPLE-002,llama-3b,qwen-3b,0.6701022386550903
planner_chatbot,PLAN-SAMPLE-002,llama-3b,qwen-7b,0.5566999912261963
planner_chatbot,PLAN-SAMPLE-002,llama-3b,kanana-nano-2.1b-vllm,0.5481239557266235
planner_chatbot,PLAN-SAMPLE-002,gemma-3-4b-it,midm-base,0.5118685960769653
planner_chatbot,PLAN-SAMPLE-002,gemma-3-4b-it,midm-mini,0.5313650369644165
planner_chatbot,PLAN-SAMPLE-002,gemma-3-4b-it,qwen-3b,0.5567011833190918
planner_chatbot,PLAN-SAMPLE-002,gemma-3-4b-it,qwen-7b,0.579002320766449
planner_chatbot,PLAN-SAMPLE-002,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.5223236680030823
planner_chatbot,PLAN-SAMPLE-002,midm-base,midm-mini,0.6635949015617371
planner_chatbot,PLAN-SAMPLE-002,midm-base,qwen-3b,0.6299793720245361
planner_chatbot,PLAN-SAMPLE-002,midm-base,qwen-7b,0.6700286865234375
planner_chatbot,PLAN-SAMPLE-002,midm-base,kanana-nano-2.1b-vllm,0.6015695929527283
planner_chatbot,PLAN-SAMPLE-002,midm-mini,qwen-3b,0.6105343103408813
planner_chatbot,PLAN-SAMPLE-002,midm-mini,qwen-7b,0.8977557420730591
planner_chatbot,PLAN-SAMPLE-002,midm-mini,kanana-nano-2.1b-vllm,0.47149187326431274
planner_chatbot,PLAN-SAMPLE-002,qwen-3b,qwen-7b,0.6708108186721802
planner_chatbot,PLAN-SAMPLE-002,qwen-3b,kanana-nano-2.1b-vllm,0.6643944978713989
planner_chatbot,PLAN-SAMPLE-002,qwen-7b,kanana-nano-2.1b-vllm,0.5097637176513672
planner_chatbot,PLAN-SAMPLE-003,llama-3b,gemma-3-4b-it,0.6080722212791443
planner_chatbot,PLAN-SAMPLE-003,llama-3b,midm-base,0.5568044185638428
planner_chatbot,PLAN-SAMPLE-003,llama-3b,midm-mini,0.88222336769104
planner_chatbot,PLAN-SAMPLE-003,llama-3b,qwen-3b,0.7766914367675781
planner_chatbot,PLAN-SAMPLE-003,llama-3b,qwen-7b,0.6644735932350159
planner_chatbot,PLAN-SAMPLE-003,llama-3b,kanana-nano-2.1b-vllm,0.5069366693496704
planner_chatbot,PLAN-SAMPLE-003,gemma-3-4b-it,midm-base,0.6020596623420715
planner_chatbot,PLAN-SAMPLE-003,gemma-3-4b-it,midm-mini,0.6662536859512329
planner_chatbot,PLAN-SAMPLE-003,gemma-3-4b-it,qwen-3b,0.6129545569419861
planner_chatbot,PLAN-SAMPLE-003,gemma-3-4b-it,qwen-7b,0.616933286190033
planner_chatbot,PLAN-SAMPLE-003,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.42069095373153687
planner_chatbot,PLAN-SAMPLE-003,midm-base,midm-mini,0.5456202626228333
planner_chatbot,PLAN-SAMPLE-003,midm-base,qwen-3b,0.7060813307762146
planner_chatbot,PLAN-SAMPLE-003,midm-base,qwen-7b,0.7134766578674316
planner_chatbot,PLAN-SAMPLE-003,midm-base,kanana-nano-2.1b-vllm,0.5663843154907227
planner_chatbot,PLAN-SAMPLE-003,midm-mini,qwen-3b,0.7828999161720276
planner_chatbot,PLAN-SAMPLE-003,midm-mini,qwen-7b,0.7214696407318115
planner_chatbot,PLAN-SAMPLE-003,midm-mini,kanana-nano-2.1b-vllm,0.528820276260376
planner_chatbot,PLAN-SAMPLE-003,qwen-3b,qwen-7b,0.8269202709197998
planner_chatbot,PLAN-SAMPLE-003,qwen-3b,kanana-nano-2.1b-vllm,0.7254794239997864
planner_chatbot,PLAN-SAMPLE-003,qwen-7b,kanana-nano-2.1b-vllm,0.622518002986908
planner_chatbot,PLAN-SAMPLE-004,llama-3b,gemma-3-4b-it,0.3842228055000305
planner_chatbot,PLAN-SAMPLE-004,llama-3b,midm-base,0.4716339707374573
planner_chatbot,PLAN-SAMPLE-004,llama-3b,midm-mini,0.4000850319862366
planner_chatbot,PLAN-SAMPLE-004,llama-3b,qwen-3b,0.5109249949455261
planner_chatbot,PLAN-SAMPLE-004,llama-3b,qwen-7b,0.1342577338218689
planner_chatbot,PLAN-SAMPLE-004,llama-3b,kanana-nano-2.1b-vllm,0.5552760362625122
planner_chatbot,PLAN-SAMPLE-004,gemma-3-4b-it,midm-base,0.48774924874305725
planner_chatbot,PLAN-SAMPLE-004,gemma-3-4b-it,midm-mini,0.5341196060180664
planner_chatbot,PLAN-SAMPLE-004,gemma-3-4b-it,qwen-3b,0.45002710819244385
planner_chatbot,PLAN-SAMPLE-004,gemma-3-4b-it,qwen-7b,0.5057862997055054
planner_chatbot,PLAN-SAMPLE-004,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.40426933765411377
planner_chatbot,PLAN-SAMPLE-004,midm-base,midm-mini,0.6908570528030396
planner_chatbot,PLAN-SAMPLE-004,midm-base,qwen-3b,0.8585257530212402
planner_chatbot,PLAN-SAMPLE-004,midm-base,qwen-7b,0.6917758584022522
planner_chatbot,PLAN-SAMPLE-004,midm-base,kanana-nano-2.1b-vllm,0.8350330591201782
planner_chatbot,PLAN-SAMPLE-004,midm-mini,qwen-3b,0.6823195219039917
planner_chatbot,PLAN-SAMPLE-004,midm-mini,qwen-7b,0.7025154232978821
planner_chatbot,PLAN-SAMPLE-004,midm-mini,kanana-nano-2.1b-vllm,0.6478903293609619
planner_chatbot,PLAN-SAMPLE-004,qwen-3b,qwen-7b,0.5906364321708679
planner_chatbot,PLAN-SAMPLE-004,qwen-3b,kanana-nano-2.1b-vllm,0.9538339376449585
planner_chatbot,PLAN-SAMPLE-004,qwen-7b,kanana-nano-2.1b-vllm,0.521681010723114
planner_chatbot,PLAN-SAMPLE-005,llama-3b,gemma-3-4b-it,0.8175550103187561
planner_chatbot,PLAN-SAMPLE-005,llama-3b,midm-base,0.4770866930484772
planner_chatbot,PLAN-SAMPLE-005,llama-3b,midm-mini,0.8491132259368896
planner_chatbot,PLAN-SAMPLE-005,llama-3b,qwen-3b,0.8262379169464111
planner_chatbot,PLAN-SAMPLE-005,llama-3b,qwen-7b,0.6701620221138
planner_chatbot,PLAN-SAMPLE-005,llama-3b,kanana-nano-2.1b-vllm,0.5772807598114014
planner_chatbot,PLAN-SAMPLE-005,gemma-3-4b-it,midm-base,0.6118912696838379
planner_chatbot,PLAN-SAMPLE-005,gemma-3-4b-it,midm-mini,0.8631051778793335
planner_chatbot,PLAN-SAMPLE-005,gemma-3-4b-it,qwen-3b,0.7298299074172974
planner_chatbot,PLAN-SAMPLE-005,gemma-3-4b-it,qwen-7b,0.7146891951560974
planner_chatbot,PLAN-SAMPLE-005,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.6218637824058533
planner_chatbot,PLAN-SAMPLE-005,midm-base,midm-mini,0.5318767428398132
planner_chatbot,PLAN-SAMPLE-005,midm-base,qwen-3b,0.6266821622848511
planner_chatbot,PLAN-SAMPLE-005,midm-base,qwen-7b,0.7717019319534302
planner_chatbot,PLAN-SAMPLE-005,midm-base,kanana-nano-2.1b-vllm,0.7299032807350159
planner_chatbot,PLAN-SAMPLE-005,midm-mini,qwen-3b,0.7822935581207275
planner_chatbot,PLAN-SAMPLE-005,midm-mini,qwen-7b,0.6636099815368652
planner_chatbot,PLAN-SAMPLE-005,midm-mini,kanana-nano-2.1b-vllm,0.6594424247741699
planner_chatbot,PLAN-SAMPLE-005,qwen-3b,qwen-7b,0.7152895927429199
planner_chatbot,PLAN-SAMPLE-005,qwen-3b,kanana-nano-2.1b-vllm,0.7318789958953857
planner_chatbot,PLAN-SAMPLE-005,qwen-7b,kanana-nano-2.1b-vllm,0.647588312625885
planner_chatbot,PLAN-SAMPLE-006,llama-3b,gemma-3-4b-it,0.5290834903717041
planner_chatbot,PLAN-SAMPLE-006,llama-3b,midm-base,0.3296702802181244
planner_chatbot,PLAN-SAMPLE-006,llama-3b,midm-mini,0.5698734521865845
planner_chatbot,PLAN-SAMPLE-006,llama-3b,qwen-3b,0.71772301197052
planner_chatbot,PLAN-SAMPLE-006,llama-3b,qwen-7b,0.6553130149841309
planner_chatbot,PLAN-SAMPLE-006,llama-3b,kanana-nano-2.1b-vllm,0.39859873056411743
planner_chatbot,PLAN-SAMPLE-006,gemma-3-4b-it,midm-base,0.6626805067062378
planner_chatbot,PLAN-SAMPLE-006,gemma-3-4b-it,midm-mini,0.5545201301574707
planner_chatbot,PLAN-SAMPLE-006,gemma-3-4b-it,qwen-3b,0.6841695308685303
planner_chatbot,PLAN-SAMPLE-006,gemma-3-4b-it,qwen-7b,0.676799476146698
planner_chatbot,PLAN-SAMPLE-006,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.4853000342845917
planner_chatbot,PLAN-SAMPLE-006,midm-base,midm-mini,0.5872182250022888
planner_chatbot,PLAN-SAMPLE-006,midm-base,qwen-3b,0.5782084465026855
planner_chatbot,PLAN-SAMPLE-006,midm-base,qwen-7b,0.6468754410743713
planner_chatbot,PLAN-SAMPLE-006,midm-base,kanana-nano-2.1b-vllm,0.512457013130188
planner_chatbot,PLAN-SAMPLE-006,midm-mini,qwen-3b,0.6659263372421265
planner_chatbot,PLAN-SAMPLE-006,midm-mini,qwen-7b,0.6683712005615234
planner_chatbot,PLAN-SAMPLE-006,midm-mini,kanana-nano-2.1b-vllm,0.3949252665042877
planner_chatbot,PLAN-SAMPLE-006,qwen-3b,qwen-7b,0.8216456770896912
planner_chatbot,PLAN-SAMPLE-006,qwen-3b,kanana-nano-2.1b-vllm,0.6239227056503296
planner_chatbot,PLAN-SAMPLE-006,qwen-7b,kanana-nano-2.1b-vllm,0.6180285215377808
planner_chatbot,PLAN-SAMPLE-007,llama-3b,gemma-3-4b-it,0.8016989827156067
planner_chatbot,PLAN-SAMPLE-007,llama-3b,midm-base,0.4404013752937317
planner_chatbot,PLAN-SAMPLE-007,llama-3b,midm-mini,0.49741435050964355
planner_chatbot,PLAN-SAMPLE-007,llama-3b,qwen-3b,0.6701022386550903
planner_chatbot,PLAN-SAMPLE-007,llama-3b,qwen-7b,0.5398021340370178
planner_chatbot,PLAN-SAMPLE-007,llama-3b,kanana-nano-2.1b-vllm,0.5434249639511108
planner_chatbot,PLAN-SAMPLE-007,gemma-3-4b-it,midm-base,0.4476202726364136
planner_chatbot,PLAN-SAMPLE-007,gemma-3-4b-it,midm-mini,0.5609325170516968
planner_chatbot,PLAN-SAMPLE-007,gemma-3-4b-it,qwen-3b,0.572002649307251
planner_chatbot,PLAN-SAMPLE-007,gemma-3-4b-it,qwen-7b,0.5734297037124634
planner_chatbot,PLAN-SAMPLE-007,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.4831450581550598
planner_chatbot,PLAN-SAMPLE-007,midm-base,midm-mini,0.6001738905906677
planner_chatbot,PLAN-SAMPLE-007,midm-base,qwen-3b,0.5862504243850708
planner_chatbot,PLAN-SAMPLE-007,midm-base,qwen-7b,0.5327908396720886
planner_chatbot,PLAN-SAMPLE-007,midm-base,kanana-nano-2.1b-vllm,0.4632170498371124
planner_chatbot,PLAN-SAMPLE-007,midm-mini,qwen-3b,0.6201457977294922
planner_chatbot,PLAN-SAMPLE-007,midm-mini,qwen-7b,0.8908523321151733
planner_chatbot,PLAN-SAMPLE-007,midm-mini,kanana-nano-2.1b-vllm,0.45497649908065796
planner_chatbot,PLAN-SAMPLE-007,qwen-3b,qwen-7b,0.6713932752609253
planner_chatbot,PLAN-SAMPLE-007,qwen-3b,kanana-nano-2.1b-vllm,0.6457951068878174
planner_chatbot,PLAN-SAMPLE-007,qwen-7b,kanana-nano-2.1b-vllm,0.5029947757720947
planner_chatbot,PLAN-SAMPLE-008,llama-3b,gemma-3-4b-it,0.5841565728187561
planner_chatbot,PLAN-SAMPLE-008,llama-3b,midm-base,0.6472809314727783
planner_chatbot,PLAN-SAMPLE-008,llama-3b,midm-mini,0.8293466567993164
planner_chatbot,PLAN-SAMPLE-008,llama-3b,qwen-3b,0.7766914367675781
planner_chatbot,PLAN-SAMPLE-008,llama-3b,qwen-7b,0.6176367998123169
planner_chatbot,PLAN-SAMPLE-008,llama-3b,kanana-nano-2.1b-vllm,0.5069366693496704
planner_chatbot,PLAN-SAMPLE-008,gemma-3-4b-it,midm-base,0.5496586561203003
planner_chatbot,PLAN-SAMPLE-008,gemma-3-4b-it,midm-mini,0.5699890851974487
planner_chatbot,PLAN-SAMPLE-008,gemma-3-4b-it,qwen-3b,0.5835793018341064
planner_chatbot,PLAN-SAMPLE-008,gemma-3-4b-it,qwen-7b,0.5841529369354248
planner_chatbot,PLAN-SAMPLE-008,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.4129701852798462
planner_chatbot,PLAN-SAMPLE-008,midm-base,midm-mini,0.638141930103302
planner_chatbot,PLAN-SAMPLE-008,midm-base,qwen-3b,0.8267649412155151
planner_chatbot,PLAN-SAMPLE-008,midm-base,qwen-7b,0.7817648649215698
planner_chatbot,PLAN-SAMPLE-008,midm-base,kanana-nano-2.1b-vllm,0.8237062692642212
planner_chatbot,PLAN-SAMPLE-008,midm-mini,qwen-3b,0.7059983015060425
planner_chatbot,PLAN-SAMPLE-008,midm-mini,qwen-7b,0.6198484897613525
planner_chatbot,PLAN-SAMPLE-008,midm-mini,kanana-nano-2.1b-vllm,0.4940619468688965
planner_chatbot,PLAN-SAMPLE-008,qwen-3b,qwen-7b,0.8234894871711731
planner_chatbot,PLAN-SAMPLE-008,qwen-3b,kanana-nano-2.1b-vllm,0.7254794239997864
planner_chatbot,PLAN-SAMPLE-008,qwen-7b,kanana-nano-2.1b-vllm,0.7176557779312134
planner_chatbot,PLAN-SAMPLE-009,llama-3b,gemma-3-4b-it,0.4081351161003113
planner_chatbot,PLAN-SAMPLE-009,llama-3b,midm-base,0.5002234578132629
planner_chatbot,PLAN-SAMPLE-009,llama-3b,midm-mini,0.4559137225151062
planner_chatbot,PLAN-SAMPLE-009,llama-3b,qwen-3b,0.34445422887802124
planner_chatbot,PLAN-SAMPLE-009,llama-3b,qwen-7b,0.6793920993804932
planner_chatbot,PLAN-SAMPLE-009,llama-3b,kanana-nano-2.1b-vllm,0.17938289046287537
planner_chatbot,PLAN-SAMPLE-009,gemma-3-4b-it,midm-base,0.4869418442249298
planner_chatbot,PLAN-SAMPLE-009,gemma-3-4b-it,midm-mini,0.5402975082397461
planner_chatbot,PLAN-SAMPLE-009,gemma-3-4b-it,qwen-3b,0.4581896960735321
planner_chatbot,PLAN-SAMPLE-009,gemma-3-4b-it,qwen-7b,0.5076754093170166
planner_chatbot,PLAN-SAMPLE-009,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.3673258423805237
planner_chatbot,PLAN-SAMPLE-009,midm-base,midm-mini,0.8099119663238525
