model_key,task,sample_id,_source_file,_source_run_id,_source_created_at,auto_eval.json_valid,auto_eval.schema_valid,auto_eval.korean_output,auto_eval.length_valid,auto_eval.output_length,auto_eval.forbidden_detected,auto_eval.error,auto_eval.latency_sec,auto_eval.speed_score,auto_eval.todo_count,auto_eval.todo_count_accuracy,auto_eval.empty_todo_rate,auto_eval.duplicate_todo_rate,auto_eval.tag_presence_rate,auto_eval.date_field_rate,auto_eval.time_field_rate,auto_eval.tag_accuracy_hint,auto_eval.task_coverage_hint,auto_eval.generated_tokens,auto_eval.tokens_per_sec,auto_eval.auto_score,auto_eval.response_type_valid,auto_eval.response_type_accuracy,auto_eval.clarifying_schema_valid,auto_eval.plan_schema_valid,auto_eval.date_valid,auto_eval.todo_convertibility,auto_eval.calendar_convertibility,auto_eval.tag_coverage,auto_eval.todo_direct_overlap_rate,auto_eval.todo_direct_related_violation,auto_eval.persona_keyword_hit_rate,auto_eval.worldview_term_hit,auto_eval.distinct_1,auto_eval.distinct_2,auto_eval.quest_mention_hint,auto_eval.user_todo_leak_rate,auto_eval.repetitive_phrase_hint,auto_eval.sns_post_valid,auto_eval.event_relevance_hint,auto_eval.comment_reply_relevance_hint,auto_eval.feed_context_relevance_hint,auto_eval.pressure_phrase_detected,auto_eval.comfort_phrase_hit,auto_eval.character_name_used
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,103,False,False,0.9901,5.0,,,,,,,,,,64.0,64.64,2.33,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,46,False,False,0.9384,5.0,,,,,,,,,,64.0,68.201,4.11,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,False,58,False,False,0.9366,5.0,,,,,,,,,,64.0,68.332,4.11,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
gemma-3-4b-it,quest_generation,QUEST-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,False,133,False,False,0.918,5.0,,,,,,,,,,64.0,69.717,2.33,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,56,False,False,1.3702,5.0,,,,,,,,,,96.0,70.063,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,64,False,False,1.3973,5.0,,,,,,,,,,96.0,68.704,4.7,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,74,False,False,1.3859,5.0,,,,,,,,,,96.0,69.269,4.63,,,,,,,,,,,,,1.0,1.0,0.16666666666666666,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,75,False,False,1.4004,5.0,,,,,,,,,,96.0,68.552,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,57,False,False,1.396,5.0,,,,,,,,,,96.0,68.768,4.56,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,65,False,False,1.42,5.0,,,,,,,,,,96.0,67.606,4.7,,,,,,,,,,,,,0.9444444444444444,1.0,0.3333333333333333,0.0,0.05555555555555558,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,58,False,False,1.4316,5.0,,,,,,,,,,96.0,67.058,4.82,,,,,,,,,,,,,1.0,1.0,0.6,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,67,False,False,1.4249,5.0,,,,,,,,,,96.0,67.373,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,False,False,True,True,90,False,False,1.4385,5.0,,,,,,,,,,96.0,66.736,3.22,,,,,,,,,,,,,,,,,,,,,,,,
gemma-3-4b-it,feed_post_generation,FEED-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,76,False,False,1.4294,5.0,,,,,,,,,,96.0,67.161,4.82,,,,,,,,,,,,,0.9411764705882353,1.0,0.6,0.0,0.05882352941176472,True,,,,,,
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-001,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,76,False,False,1.4547,5.0,,,,,,,,,,96.0,65.993,4.56,,,,,,,,,,,,,,,,,,,0.0,,,False,True,True
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-002,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,38,False,False,1.4644,5.0,,,,,,,,,,96.0,65.556,4.56,,,,,,,,,,,,,,,,,,,0.0,,,False,True,True
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-003,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,46,False,False,1.4714,5.0,,,,,,,,,,96.0,65.244,4.56,,,,,,,,,,,,,,,,,,,0.0,,,False,True,False
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-004,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,37,False,False,1.4731,5.0,,,,,,,,,,96.0,65.169,4.56,,,,,,,,,,,,,,,,,,,0.0,,,False,True,True
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-005,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,47,False,False,1.4935,5.0,,,,,,,,,,96.0,64.279,4.11,,,,,,,,,,,,,,,,,,,0.0,0.25,0.18181818181818182,False,False,True
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-006,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,71,False,False,0.9652,5.0,,,,,,,,,,61.0,63.199,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,False,False
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-007,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,40,False,False,1.5166,5.0,,,,,,,,,,96.0,63.299,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,False,False
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-008,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,49,False,False,1.5039,5.0,,,,,,,,,,96.0,63.834,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.07692307692307693,False,False,False
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-009,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,44,False,False,0.7063,5.0,,,,,,,,,,44.0,62.296,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False,False,False
gemma-3-4b-it,character_message_generation,MSG-SAMPLE-010,auto_scores-llama-3b_gemma3-4b.json,20260526_051438_6654ff0b,2026-05-26T05:17:55.286826,True,True,True,True,48,False,False,1.474,5.0,,,,,,,,,,96.0,65.129,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.08333333333333333,False,False,False
midm-base,todo_decomposition,TODO-SAMPLE-001,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,197,False,False,224.5676,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-002,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,145,False,False,22.2249,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-003,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,118,False,False,20.7881,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-004,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,135,False,False,23.2132,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-005,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,113,False,False,22.7284,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-006,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,124,False,False,24.5967,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-007,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,203,False,False,29.4965,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-008,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,132,False,False,15.4083,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-009,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,140,False,False,22.1435,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,todo_decomposition,TODO-SAMPLE-010,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,137,False,False,19.5317,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-001,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,698,False,False,90.3602,1.0,,,,,,,,,,,,4.6,True,0.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-002,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,745,False,False,85.6999,1.0,,,,,,,,,,,,5.0,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-003,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,731,False,False,77.7729,1.0,,,,,,,,,,,,5.0,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-004,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,False,False,True,True,1456,False,False,159.9465,1.0,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-005,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,490,False,False,48.1588,1.0,,,,,,,,,,,,4.6,True,0.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-006,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,827,False,False,131.2003,1.0,,,,,,,,,,,,5.0,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-007,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,494,False,False,47.9327,1.0,,,,,,,,,,,,5.0,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-008,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,701,False,False,73.6096,1.0,,,,,,,,,,,,5.0,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-009,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,1037,False,False,132.5671,1.0,,,,,,,,,,,,4.6,True,0.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,planner_chatbot,PLAN-SAMPLE-010,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,467,False,False,50.1039,1.0,,,,,,,,,,,,5.0,True,1.0,False,True,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-001,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,False,False,True,False,155,False,False,20.8642,1.0,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-002,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,84,False,False,11.343,2.13,,,,,,,,,,,,4.11,,,,,,,,,0.0,False,0.0,True,1.0,1.0,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-003,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,122,False,False,15.1871,1.0,,,,,,,,,,,,4.13,,,,,,,,,0.0,False,0.03333333333333333,True,0.9375,0.967741935483871,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-004,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,104,False,False,14.1104,1.27,,,,,,,,,,,,4.16,,,,,,,,,0.0,False,0.12,True,1.0,1.0,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-005,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,False,False,True,False,155,False,False,16.6477,1.0,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-006,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,88,False,False,11.205,2.17,,,,,,,,,,,,4.18,,,,,,,,,0.0,False,0.16,True,1.0,1.0,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-007,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,78,False,False,10.4034,2.41,,,,,,,,,,,,4.16,,,,,,,,,0.0,False,0.10526315789473684,True,1.0,1.0,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-008,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,False,False,True,False,168,False,False,17.7885,1.0,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-009,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,112,False,False,14.3986,1.19,,,,,,,,,,,,4.13,,,,,,,,,0.0,False,0.034482758620689655,True,1.0,1.0,,,,,,,,,,
midm-base,quest_generation,QUEST-SAMPLE-010,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,False,93,False,False,12.784,1.68,,,,,,,,,,,,4.16,,,,,,,,,0.0,False,0.12,True,0.9615384615384616,1.0,,,,,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-001,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,75,False,False,11.861,1.97,,,,,,,,,,,,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-002,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,72,False,False,12.643,1.73,,,,,,,,,,,,4.85,,,,,,,,,,,,,1.0,1.0,0.6666666666666666,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-003,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,85,False,False,13.0699,1.59,,,,,,,,,,,,4.63,,,,,,,,,,,,,0.95,1.0,0.16666666666666666,0.0,0.050000000000000044,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-004,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,65,False,False,11.4887,2.08,,,,,,,,,,,,4.73,,,,,,,,,,,,,1.0,1.0,0.4,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-005,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,68,False,False,9.4738,2.7,,,,,,,,,,,,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-006,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,76,False,False,12.5217,1.76,,,,,,,,,,,,4.56,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-007,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,85,False,False,13.7002,1.4,,,,,,,,,,,,4.82,,,,,,,,,,,,,1.0,1.0,0.6,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-008,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,62,False,False,10.2105,2.47,,,,,,,,,,,,4.64,,,,,,,,,,,,,1.0,1.0,0.2,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-009,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,78,False,False,14.108,1.27,,,,,,,,,,,,4.73,,,,,,,,,,,,,1.0,1.0,0.4,0.0,0.0,True,,,,,,
midm-base,feed_post_generation,FEED-SAMPLE-010,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,76,False,False,11.72,2.01,,,,,,,,,,,,4.82,,,,,,,,,,,,,1.0,1.0,0.6,0.0,0.0,True,,,,,,
midm-base,character_message_generation,MSG-SAMPLE-001,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,47,False,False,8.5063,3.0,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,0.0,,,False,False,False
midm-base,character_message_generation,MSG-SAMPLE-002,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,54,False,False,9.7418,2.62,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,0.0,,,False,True,True
midm-base,character_message_generation,MSG-SAMPLE-003,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,56,False,False,8.8702,2.89,,,,,,,,,,,,4.78,,,,,,,,,,,,,,,,,,,0.5,,,False,True,True
midm-base,character_message_generation,MSG-SAMPLE-004,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,45,False,False,8.2412,3.08,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,0.0,,,False,True,False
midm-base,character_message_generation,MSG-SAMPLE-005,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,54,False,False,10.5081,2.38,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,0.0,0.125,0.0,False,False,False
midm-base,character_message_generation,MSG-SAMPLE-006,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,63,False,False,9.8478,2.59,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.07692307692307693,False,False,False
midm-base,character_message_generation,MSG-SAMPLE-007,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,43,False,False,7.1765,3.41,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.07142857142857142,False,False,False
midm-base,character_message_generation,MSG-SAMPLE-008,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,69,False,False,11.5863,2.05,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,0.0,0.0,0.07692307692307693,False,False,False
midm-base,character_message_generation,MSG-SAMPLE-009,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,46,False,False,9.323,2.75,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,0.0,0.25,0.08333333333333333,False,True,True
midm-base,character_message_generation,MSG-SAMPLE-010,auto_scores-midm_base.json,20260522_022223_98ecab57,2026-05-22T03:14:49.683547,True,True,True,True,54,False,False,10.7219,2.32,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,0.0,0.14285714285714285,0.08333333333333333,False,False,False
midm-mini,todo_decomposition,TODO-SAMPLE-001,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,201,False,False,5.0557,4.06,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-002,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,149,False,False,1.7372,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-003,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,147,False,False,1.9179,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-004,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,135,False,False,1.6632,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-005,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,146,False,False,1.6921,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-006,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,141,False,False,1.7256,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-007,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,207,False,False,2.4702,4.86,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-008,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,75,False,False,0.9557,5.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.5,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-009,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,138,False,False,1.6478,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,todo_decomposition,TODO-SAMPLE-010,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,137,False,False,1.544,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,planner_chatbot,PLAN-SAMPLE-001,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,176,False,False,1.203,5.0,,,,,,,,,,,,3.8,True,1.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
midm-mini,planner_chatbot,PLAN-SAMPLE-002,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,False,False,True,True,1460,False,False,9.8312,4.52,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
midm-mini,planner_chatbot,PLAN-SAMPLE-003,auto_scores-midm_mini.json,20260522_044145_edc73342,2026-05-22T05:25:09.142443,True,True,True,True,146,False,False,1.2605,5.0,,,,,,,,,,,,3.4,True,0.0,True,False,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,
